,A,B,C,label
12784,-939.7318466646987,-556.1585363803554,-107.5654126608929,-594.417251155809
12785,-2579.951782648632,646.150231508537,-171.52168103710775,-54458.69078946425
12786,258.661197008935,504.484355867585,-178.27398954094892,5.310671296968168
12787,1550.8379485785483,-119.44403587730574,-272.5122262950346,3400.5300791654186
12788,856.0721996944611,1122.0731950183308,-81.72418631500356,865.6988379682407
12789,3136.6770864139066,230.6421877692028,-270.9019655413955,132007.57083452435
12790,-4324.88796802748,473.54505880496197,-126.9834579065228,-706681.4879819168
12791,-2661.028066359831,-581.5893754654759,-205.79029796075324,-74739.78753369654
12792,-410.2374708960503,274.27048828657803,-93.07744564601254,-7.23687059111235
12793,476.7333338106816,894.6473511169963,8.18163492331783,142.80329375128917
12794,-4889.320349369656,-154.73860835923307,-253.90178619886836,-1389118.545180426
12795,-4954.103965026549,696.9925727680907,-38.784810388620016,-1358026.3157310293
12796,3210.4477260229614,-933.5871967092266,-279.92933826040417,141466.80273241768
12797,2500.22030576799,543.0774298314313,20.22820242724407,50498.33105147757
12798,-1203.2426924440663,-491.836418661945,-173.9352548420628,-1767.7357128910714
12799,-3367.478439164786,-511.24067946942364,-133.87343004767112,-223983.87800314277
12800,2865.437121254931,585.8087764776917,-94.09915319191252,94546.58016663956
12801,3172.051027654,154.77890206650363,-183.11293643434064,142927.95070140812
12802,774.6119747087427,968.402113149975,-234.29410444824478,380.7641235814937
12803,-259.655028850672,290.3251842879767,-72.23665863019963,-1.2988139873331228
12804,5173.017766779526,56.11747499580602,-225.5327933618638,1654161.6560370112
12805,2826.6069890517406,1173.445695436154,-62.661433114428704,103061.57789999135
12806,685.8016613169501,1224.1068879921086,-151.44820756096098,612.4902493803172
12807,1942.3654186436913,-809.7455449639178,-186.35381506286964,11720.941547091124
12808,48.19445935973995,-77.89225333291716,-142.7049184722716,-0.01541307118858567
12809,1372.5068814748054,913.5433121459479,-195.31497304781954,3057.68406205877
12810,2944.474298169207,1226.8263133886383,-48.48322906181694,127492.01702097403
12811,-1618.5815738407166,3.70114942462331,-259.7100451791927,-6093.580636820696
12812,0.932667879053561,-240.68937841226938,-212.23031620592894,-0.5731930400614778
12813,-3211.1802520731508,715.4174481416362,-95.2913395361074,-157476.86314729226
12814,-4715.35635352227,476.98387169343636,-100.9257006862462,-1082061.6899526701
12815,-1681.9327028748721,51.42204312036978,-201.1211009063023,-7011.94188697093
12816,-978.7714939330237,-370.0608916483334,-184.45007590665818,-647.7691784340727
12817,2457.20307902728,-58.86622284448367,-122.2744495972679,39361.20749368481
12818,1948.9675799509407,-397.228431237373,-69.69737526608358,12205.54397479343
12819,3277.402522629077,801.8649057445616,-129.1074850124289,187776.88106989948
12820,1214.8494546105771,-1535.2371097735595,-136.66423886040917,3116.3913518122617
12821,-1936.941073105976,-516.1232107370797,-200.86702145680692,-16243.49925784027
12822,4989.710196494542,109.80231129296305,-157.24182049673723,1403861.7270009762
12823,3181.3645612234022,17.442930874200044,-147.1652293579669,144881.88314721757
12824,-3643.5325022276274,1562.207635611508,-58.225703518314205,-301338.5567127832
12825,1130.8002119392866,948.4381560964777,-65.90061551759322,1637.2313500789114
12826,475.49638001100726,1024.5737329818849,-207.3080747673908,167.77193635548366
12827,776.8009265910181,-1356.5755137214999,-145.5404453334811,758.1138468897393
12828,249.81407342243557,1225.5630732925401,-115.08806712894048,174.5273566613696
12829,-251.78728297930877,938.840643552703,-151.8175126715506,-44.932089603773925
12830,-6898.276966134325,-259.35394173896185,-190.76182508499767,-7587999.339355867
12831,-2315.530300405619,690.2614951252726,-165.8571257806578,-31899.914522341096
12832,3903.7375413190907,2.0794243879993246,-130.21506446917834,408015.3697273473
12833,107.62188800355483,172.79830853633757,-172.3664315622287,0.02632368136212567
12834,-68.5118220935828,1180.9934430646867,-51.55653943743643,-3.108698294824768
12835,2203.52303982798,791.4225470787859,-47.00377868293994,28434.077320098415
12836,-257.6667993391831,-144.60722785285492,-248.56304082998827,-3.483372145380294
12837,6100.58289199896,271.01969580288363,-143.51857975829546,3897082.680231659
12838,2136.427136288239,1052.526489564666,-167.09430407880313,25306.897908323437
12839,-1491.1003152549913,556.2791068399152,-59.22844331322952,-3474.568896173175
12840,394.42075994542455,-446.51894271544757,-15.223107324044918,9.342312512038996
12841,2705.0287528704794,530.6433288328334,-303.04444987357283,64282.48054361389
12842,510.0646817799794,590.216146406037,-247.61541259421824,33.7268248257264
12843,-2271.134492356122,-808.6431161714174,-244.17118742148975,-38663.33643126541
12844,-2132.9831770660717,535.370167057628,-152.1295452081657,-21125.459769840465
12845,-1768.129214897889,317.12420042767474,3.6722686067243444,-7757.1656865147215
12846,-555.3411675932304,-349.4279982185541,-187.73208666085327,-61.22640952697749
12847,-788.0646273538266,-194.3403763833589,-125.80513992085591,-190.75814057613593
12848,-3079.090597785872,102.55074574720499,-73.91638287182424,-130901.40326894581
12849,1419.5633042396398,-326.5439222490421,-258.3006077647218,2157.6125661073725
12850,31.8618117370336,-771.6985277616204,-182.356812337211,-14.638615411401794
12851,-309.9822405063564,-348.4897124499323,-127.87161664942042,-7.608379800042388
12852,1104.4178140275044,1881.7456448893897,-163.15684793453636,6061.541728475811
12853,1600.7137627676516,1427.4109347220817,-230.82271020586245,9015.303280324604
12854,-2106.712179497142,98.36279004611899,-181.20651918378712,-20802.573702517064
12855,-4104.000188401774,1638.495893845351,-116.25025026453079,-547033.706028845
12856,843.9721116110677,-91.02386721378508,-150.1198628604163,161.33687569905157
12857,2161.8783218771973,-133.7825216901087,-191.92104423667217,19743.48333542582
12858,-2454.5801192821236,-403.07535154674395,-155.7894234513804,-47627.75644017008
12859,4376.079220152355,1391.7041757969237,-145.7032377154373,840543.957777774
12860,-2153.2401997817587,1108.280706995804,-200.19542113352443,-23896.64391619897
12861,1517.745449980305,747.7802578298681,-230.56703391208515,4157.350911242459
12862,1465.1324737255015,429.1376385877019,-172.38104717920123,3136.2196269229894
12863,861.6446364906648,-35.43148509922736,-81.88991502974662,198.07465324923686
12864,9359.308615986221,-466.4440293361803,-210.60087479557842,32257460.7283669
12865,3268.5048350423353,-644.6928796821155,-187.20194661301866,158606.4860530654
12866,3134.9968062678195,504.1306428915635,-252.7149238827333,137221.39482722478
12867,762.0968802825246,264.1330671123807,-222.90848974079282,98.01029727758775
12868,403.20323209929404,695.400136559934,-80.298769200244,39.24712976682033
12869,1458.979049511849,224.05203735562034,-150.10688428120548,2909.4235168676464
12870,3596.1194249735554,131.0613795299885,-134.70836824452323,272505.72665986134
12871,-2875.739378345162,443.77889867654943,-19.874753210599295,-89266.31566802804
12872,-3545.0903098559793,-638.0143565339444,-203.94692512001376,-299875.0567602512
12873,3969.1822919374604,557.8505788738429,-176.6549868124527,461139.1956540203
12874,3692.464239676911,898.783900226383,-141.96627587808723,340991.43237233267
12875,7340.742019830153,-775.6708894604867,-162.7461016617494,9469679.314656217
12876,1556.6790024103914,-754.167906135708,-107.50338253525132,4084.939302957468
12877,1183.6928963209073,-179.97625796552194,-99.19064247905422,964.6093113485
12878,-39.614323334677565,-198.66086213024835,-109.35002760860777,-0.11599722808125487
12879,589.6862659596015,571.0247407507181,-128.45495564712658,63.364950533767065
12880,2394.152379354544,24.230357038313542,-180.07815710186708,33941.79197422905
12881,2231.698302136799,1556.160564995691,-256.01910515777934,37479.415745550024
12882,-111.71040480407433,1160.716839762551,-134.22167561985552,-30.329600694833953
12883,1695.681623986493,428.21019607302424,-81.97285651539134,6919.991146662709
12884,-2573.111546714768,-991.7693047273126,-75.1175573953129,-67058.91050194444
12885,826.0683711906692,-390.35080704638415,-208.93548110856824,142.78413833866196
12886,-1513.0798117101967,-815.2543230464066,-173.11809422718835,-6069.843607153073
12887,826.599657659709,416.88230883728676,-133.71519736783873,198.80174771382707
12888,2707.991136435069,325.9121686024975,-145.53812176022876,66871.74747913265
12889,6525.028651350525,-315.34089316647544,-110.88415217288141,5344812.76240771
12890,7277.499349383092,782.8330385529988,-57.49997196978623,9812291.145435214
12891,577.7183389330363,340.67742987485144,-89.68813444194538,36.441010011150944
12892,-3731.874801866795,354.1730426207167,-106.84054813591416,-338791.772095303
12893,-1849.9684123856557,1354.8084545406957,-32.022415059470944,-12487.465207809133
12894,-302.2593466635996,-60.60085522512372,-128.37862983053705,-2.1244649010684804
12895,-1342.2518182824297,-557.9218894770557,-222.35565827081527,-3156.9904082216303
12896,-3051.7889404024204,553.7956673786789,-239.60184851578845,-128063.52204508244
12897,-1316.3860604965755,1195.0231617660008,-72.91912275652022,-2880.4300767407476
12898,-1415.726422601669,-795.4441794811939,-110.9921307218329,-4252.848417079592
12899,-2069.5993844275777,759.0042736403703,-128.02174624088377,-18206.416339980497
12900,1179.6729093813399,61.52366842387468,-118.11326534219197,971.1495823391513
12901,-2746.518522509301,-600.0614811782336,-102.4382682005909,-83593.48170726787
12902,-1673.1049242051793,247.09498145469735,-191.61722424519968,-6590.774232620119
12903,2629.585379917152,905.9037230828118,-231.5949420022029,62658.50124852096
12904,-4190.043094144151,45.23478970630816,-123.21891741011152,-618304.0569605057
12905,5613.466111184823,-1260.5957212733208,-209.28599045132736,2415093.235188438
12906,3423.8052399749627,1657.0179107389097,-141.13456870485672,278425.8988252912
12907,2353.7726842868774,187.5254018149904,-147.87851731200325,32321.122057718338
12908,-249.65892747493706,1052.1597888158185,-43.551493404049666,-62.1036962271673
12909,121.88492719205681,1157.2129267545442,-151.3773179486543,71.89206716424813
12910,2056.041694669928,-560.9490330051528,-180.82413941514264,15198.184067364129
12911,-2994.5112806809952,-474.6023205775356,-147.61711448918444,-126306.38230066067
12912,3323.0330036750665,409.27458518813273,-177.1787355244763,186377.6217893957
12913,1843.8389105133494,387.87161514825107,-238.32846260535655,9328.196742004056
12914,2617.689176141669,-552.4390930040324,-164.4938437629085,51961.70442379365
12915,-3113.533599885334,609.7436924289461,-83.52827253038997,-134783.96309510907
12916,3035.8232678309673,506.166213613424,-194.73449744550823,119430.93810214121
12917,9291.879228529935,1091.8364479358636,-238.9202809109937,32782541.71431041
12918,3318.0858415725525,216.66236462210793,-204.071057148681,179265.21094246043
12919,-1605.0555388862833,941.732612950587,-166.8282054833792,-5772.290964817557
12920,-4388.745378399006,-760.5552404372208,-214.92255536427575,-860495.2625676473
12921,-1208.8515218428151,-520.5678250335442,-226.95098055022754,-1951.6550471977398
12922,2954.4611248881097,1499.903175017468,-56.4152176188543,140201.6714695535
12923,-3357.082207591008,268.94272678721774,-167.55355145989992,-204448.25547735573
12924,211.52512543267605,-61.55556496321867,-249.45344100038454,-0.10761889170384425
12925,3345.004151956568,1282.6083369549995,-171.87492524425735,224808.5108265332
12926,3327.26237333305,289.8033893828866,23.994068486925443,197588.83376068395
12927,-1471.6582916554703,-509.29692329129887,-184.11066327126173,-4477.319821688103
12928,2867.9616407828025,959.2184543726091,-149.53228410164598,100424.16348682583
12929,5632.778666546456,554.8983554343934,-183.831071555914,2642235.6115351124
12930,2751.051417247109,1455.6729275123919,-55.669507473728714,100082.68228764234
12931,-3705.2251400480827,644.7060063795254,-233.6688884825835,-333373.9310601176
12932,-5659.606510377092,-972.6904234032645,-169.0994420569969,-3001323.5482107964
12933,1005.683283073631,-160.2554185714365,-266.45025209195546,349.15008206764213
12934,-4289.817888466062,1053.9155767402467,-137.28934453402601,-671175.8041946626
12935,1398.8486364279656,442.53317211516605,-117.20830439856412,2633.813475948623
12936,-3115.829623866209,-514.8023227641527,-190.39202594498204,-156652.87986205038
12937,470.4800339674958,150.98816049341312,-206.34874568435208,6.939527332978869
12938,2540.785397057139,252.21008976316833,1.4917211480048707,51196.672633973016
12939,-1550.276494758992,-382.97092461254294,19.33368271333282,-4595.614858769543
12940,2349.5583086017796,-865.2825950861559,4.135089679818748,32640.988712176997
12941,-3460.053497925201,-30.353639132273315,-192.57020351440036,-245472.4504112455
12942,3886.922562098086,-172.02944987580884,-249.13564470275253,382140.88289835735
12943,-10889.90646094335,790.9360795129049,-169.0401522603049,-71106815.58364828
12944,17.77654732530982,477.0114465016487,-180.96712244982066,0.6791079128803128
12945,2232.9249627000218,939.3869932344189,-192.3913838988163,29356.616965385045
12946,-465.29668357359674,87.39617662137894,-187.82426008165328,-14.38363308449799
12947,-569.292472830799,-378.6455900249423,-122.99318765330304,-60.883607516827375
12948,-4435.810964186622,732.5836656757218,-42.0115885251155,-780430.2418902258
12949,-1350.822989860975,185.56699340676698,-217.69150114765915,-2366.5928732218576
12950,1365.3415025073093,891.6031407816151,-170.80256340613028,3002.074170315475
12951,-223.30287383190984,1515.802788427372,-169.15135320743113,-218.61375071680519
12952,930.2000490353099,-553.6607925200873,-108.84545046225696,319.8279837539973
12953,178.23530467875497,772.1299936169038,-318.15997788407094,20.90369206032376
12954,-3665.2454553725306,-838.8247526348725,-163.65925135012452,-359053.05614684516
12955,-397.0765080349037,516.6181666932958,-89.54581613176802,-14.450327948301535
12956,-463.45963996466105,780.4109172108468,-204.34403092588894,-63.44279056570035
12957,3476.3306152003056,9.762667614378131,-3.9891354393668337,236516.51504064744
12958,1737.5653646575072,358.77964313611653,-157.1901127011403,7250.867922715467
12959,2303.114470645867,901.1566771431962,-189.867782260649,33648.41949927267
12960,2593.2001470156133,324.58988902321505,-174.33604183599903,53138.79340497277
12961,-3730.77413658836,183.5512211370175,-164.76805829161557,-347315.6245489321
12962,1863.7541309220117,1104.2993099539467,-79.51808311746841,14817.571853250958
12963,1861.617458940384,522.429660300156,-159.52750442743738,10725.23561796121
12964,-2123.99229752192,-1195.0206657663439,-207.86599094341472,-33207.3216921101
12965,2920.0165122691183,444.6934288776415,-161.10303570879566,98689.28113963397
12966,1512.6732230372265,959.209044690125,-283.79408357255807,4509.727314731657
12967,-397.31436713590205,-718.54845212651,-79.03496618030499,-61.455895123776365
12968,-1773.3633822121433,-12.427343677367958,-171.27773079767996,-9046.496306816745
12969,-457.675650990746,-356.6841425686981,-166.78126384695443,-29.541328568692784
12970,-1178.2232634535874,1307.3669765173897,-65.37220975163413,-2248.4288466058133
12971,-747.5636265817029,-539.7143263988704,-202.47234505074533,-276.828821845462
12972,-1098.2844567023567,583.8131049918001,-172.84895182315688,-871.7707648928197
12973,4889.480937295448,-12.652445604501906,-94.80190260871075,1275193.440211461
12974,5053.583624818971,212.290830968457,-234.57087651307253,1481787.5305829379
12975,-459.1480117059442,-284.9175774020392,-159.74703091853303,-23.73362936296921
12976,3472.7765358807424,896.3884155036658,-155.5347561060734,251183.9378540917
12977,2618.279191360063,-723.1652327690238,-195.32042003252496,51576.65304978693
12978,-1707.4023288013339,519.5333702501792,-132.24622293421243,-6991.6719591762
12979,5272.854996811911,104.41981445967295,-147.6483111445217,1855667.7873295564
12980,-861.338059596436,1077.398973904106,-207.04866393899468,-640.4422060150108
12981,-2445.8146534139114,-619.6512660382945,-138.31111917368796,-48907.3786585012
12982,5046.189685201304,244.62734459501118,-147.83004998418744,1501801.0337631977
12983,-185.3791406800562,1280.5464149685943,-151.0422233218851,-92.22180421526667
12984,-1643.725485337804,-1086.7295156621763,-126.28754726900925,-10038.215287597073
12985,1752.690606385002,-1100.0653316609062,-180.94615728439766,7888.135931538053
12986,-3734.241343494253,834.5911355522627,-249.0370133682225,-346298.37801345333
12987,-167.80212298039933,-580.0027610240631,-159.63141218161797,-13.786144388399848
12988,-4586.431713824176,545.0545389923033,-178.40095442793296,-954931.2038780232
12989,6583.842574498108,-1150.3437700269403,-145.43980181203324,5449376.385330744
12990,3843.8567295761018,29.677183079257304,-162.3781059551946,374907.19788296084
12991,-1145.0311287516618,-331.7586547814915,-132.18590929490665,-1208.6496529897984
12992,601.6015492402337,540.0514019942849,-113.61679586749682,64.59042523653882
12993,-2385.39097989225,-332.2694795178112,-215.89208235145637,-41984.28043380164
12994,-1668.199314921769,-697.6727587426259,-123.54370998610267,-8351.140312031972
12995,-6385.767980739924,-402.0440506189309,-201.81754276281038,-5230030.291858062
12996,-1612.338017650833,1011.941872845348,-95.55028846195046,-5888.6211338186695
12997,-3185.072607458512,369.8633419951263,-216.7088018043035,-158689.96003331896
12998,2400.166709379439,900.0609087842844,-216.38772033073667,40461.955870375205
12999,3254.478551320347,109.97130843351326,-205.3674742112117,160754.25851750717
13000,-73.11148559400587,1684.1142591941173,-187.84904771014752,-18.15300857913005
13001,982.3638601135626,-241.22957426386336,-98.48519866406365,373.0733522139972
13002,-930.7190696951376,-70.72860565347054,-222.72609871251424,-431.92997776667164
13003,-4024.17603241026,-585.1832135597331,-130.01019266492682,-539626.9021330058
13004,864.9539744134739,-1202.9322942832164,-211.23780601947055,652.9508777177227
13005,18.541911452857228,597.4939178947911,-172.2083718160263,1.4873076962295593
13006,3418.6195130144674,-187.76633086096507,-38.50428278870085,211900.8045963932
13007,2577.8369281241735,-135.9262228714892,-244.05695548174555,47378.387695693884
13008,896.6170435319509,-910.6145898653547,-83.47068733911688,451.74397667047305
13009,-1710.9984207108942,294.37360842373204,-175.40306672718296,-7261.161781459375
13010,1132.1676987307685,-650.2790539178394,-212.38671447522887,788.0475514061379
13011,4963.990307296692,663.1858966210282,-149.87530804413538,1429431.6647989973
13012,1497.3875931042196,1174.051430300257,-187.48278111121445,5642.736402661841
13013,-2086.551687092688,861.8163022564592,-131.45479107628114,-19191.949237176963
13014,-285.3466460113946,-818.855863384081,-181.20939281934469,-79.76214473999542
13015,-4268.614848928387,-187.2008820514692,-203.35340768490443,-704671.8286072147
13016,-1567.6953869938432,108.72091396765765,-333.87723134258977,-5340.74249638481
13017,-2647.2460603139616,625.8339859727656,-195.49734246238998,-62366.94268446328
13018,1796.2611027501111,956.418556648964,-168.53748926178613,10820.555675831916
13019,1731.645427071738,336.1757198972741,-165.67015584717853,7040.9822020983665
13020,-2674.1765077092373,-330.46986016964934,-207.80168928738317,-72724.08215774948
13021,4109.342838853223,-859.2231431389803,-54.355020721087044,519570.44982306776
13022,737.5992136439615,913.9315064989509,-105.64049431030443,342.1053444222254
13023,17.01650192309331,-203.5191241833827,-192.32947635429272,-0.26650546832624544
13024,-813.4518563111918,-277.6019350912803,-117.13014296925097,-235.49063901201305
13025,1487.058100574936,-356.8129996869062,-72.71220541711398,3116.618813021457
13026,-4341.498010473545,40.289294733007125,-45.38524915946695,-724522.4690146712
13027,-2480.219053831595,338.37304418805684,-170.23702426853222,-45288.6891795703
13028,-313.65346078506155,746.4667317422469,-17.746585613489998,-24.981539917740445
13029,-2491.866232113123,405.2360512478482,-157.60948554785702,-45940.46355846478
13030,-4277.887539964371,-875.402517849137,-26.12490606357609,-733491.8561854159
13031,4928.390847233169,703.43515353173,-164.65044037456332,1379562.7038195934
13032,-472.1597494278142,919.4108946344971,-209.18513921412028,-107.76994786661183
13033,3022.0126260079023,-249.01774932247883,-27.90329144312193,113925.36096280416
13034,7913.387069347481,619.1895266189936,-134.29018706188816,14593635.097663203
13035,3280.4896813963737,877.7527284011001,-8.898382998167818,199801.9996334814
13036,3972.8611544825303,-403.34576142834055,-77.5144248333606,441178.6059255068
13037,-3066.418641307207,-391.0987093534152,-96.02799897768371,-137287.89087302753
13038,-4202.837734043352,1323.9799286228456,-171.12409753760437,-612806.9970771361
13039,3234.473199225403,893.2956946477642,-99.6174406064572,180998.9820810665
13040,-1516.3326885181953,-395.7348881762342,-183.85929921354412,-4857.439027069158
13041,-1292.178582158191,-298.76787042738795,-101.03154079348363,-2035.5373901583546
13042,-4754.31181155526,2056.0523190668428,-88.60816807880772,-1143848.1282947643
13043,-1492.8685625879314,908.7646702911258,-55.70628929135765,-3889.942859531658
13044,-1310.8276680557149,119.8398328837713,-73.75302045311818,-1862.2913757731183
13045,807.2775913886954,1359.1251611808855,-143.5816325965979,1189.2465910366705
13046,5144.935428559169,585.2231680862354,-165.2250298440652,1691366.440349994
13047,-970.2585900207268,301.32297757925545,-169.9660052132319,-450.09870823424814
13048,-2305.702918836852,347.9414960429657,-270.4085064164525,-32823.896580628185
13049,1245.2138728759453,1173.3803890811798,-310.42561735207937,2450.597555190473
13050,-398.8028536503256,442.5771658578692,-200.92776284340744,-11.963932534215877
13051,890.7953267849007,997.6159268263115,-126.96208214297272,708.3730892850458
13052,-241.9218301081923,-139.27880790931766,-45.72588607727671,-0.7288179909979607
13053,19.92089304501274,554.7966038200743,-181.9567920401254,1.2196007006758605
13054,4972.41811405358,377.15582877954665,-205.88430333595466,1390515.629059898
13055,1657.3924682858014,1284.5127330062824,-217.59316015791848,9182.890416485472
13056,-1785.8222319962294,658.4078209551737,-214.36928811465262,-9137.430365347604
13057,3122.8272305614673,885.8235844257707,-148.57854667378592,149496.448995893
13058,585.9062180948006,-97.76496851204485,-143.10534258010094,24.024287945951073
13059,3295.892368883827,-1114.5791760695668,-181.50246048872467,167521.35733645668
13060,-130.96269951024487,156.991508175245,-90.14566773868825,-0.056652094697342774
13061,4176.690640361167,559.1781156862689,-108.79468248595123,605695.074173489
13062,942.3675156016201,203.59354193633993,-225.76272123867128,283.6735740635421
13063,-3408.6757634127644,-1107.7379375701796,-160.90475152563445,-267081.707645966
13064,1208.4220895988813,-459.9120000154544,-72.41420121796185,1115.9195643596481
13065,1639.0305683400682,435.0620089066693,-166.7509939427899,5514.102171210832
13066,1669.3750626648252,443.60180677521925,-222.32898999169947,5814.16488709334
13067,-4555.368715985876,-387.8730218991276,-144.62742446067207,-975144.8773028337
13068,327.97566337921535,486.6137464807949,-178.51094785576728,7.142813404697498
13069,1803.6141995148284,968.0220585832907,-318.83975196741363,9934.912144533586
13070,-6545.106858858819,-831.1787776352712,-150.1989243662082,-6025003.6722516315
13071,-567.5011957741237,1710.8484188566545,-162.78517826833865,-1176.9197162015228
13072,-3755.920753182623,587.0914541821486,-80.60207067336266,-343909.22514321114
13073,2094.421436501054,191.39730598119633,-258.1981098785975,16902.239740050456
13074,-505.9655002805606,877.374421308746,-179.49324511778852,-105.86347931657613
13075,1860.292038812763,54.526443030622175,-50.038230791778986,10186.69017466034
13076,386.4376066669151,-2.392037532925116,-70.3599653090547,3.2839331203449
13077,-866.8686968909839,-827.8849345055457,-164.03903455730511,-723.2595963723143
13078,-749.793842570685,1326.870449129914,-121.31040796978053,-773.075269297456
13079,-2464.381819060931,159.92351240996345,-264.1909281594826,-46277.178282053304
13080,-2955.8173600240866,435.8220749441782,-171.95411264374542,-107610.9196452771
13081,-3115.2585696478154,-38.502069303574046,-81.88003682718146,-141066.02576218863
13082,-41.1399468502286,533.8013388627653,-113.6726070157157,-0.40641411238544023
13083,150.09282235413934,-125.22254736087558,-126.96795085649946,0.008120679141793848
13084,970.2510059204033,-555.4614163194362,-156.2129341832373,373.1051518511703
13085,268.75082526871165,835.2392180603545,-76.79023337097102,41.455679654583015
13086,347.8189163862627,22.243106448904257,-226.37039338110765,0.8917966184387401
13087,-651.5405280381977,943.3804197054234,-139.06404329826984,-221.48543966292678
13088,7384.199297715181,-394.6676901776244,-354.77919379654264,9596658.028022932
13089,-4139.680893402918,-713.7528940132759,-140.10812704272917,-631359.5537224013
13090,-1664.4633751604654,-421.582174158646,-253.33934617972616,-7986.622173498544
13091,-890.4929396857826,-482.1971948349808,-216.44874941323576,-511.2675891602022
13092,5735.273628496252,-477.9619769319768,-132.04270979930737,2765690.7395633617
13093,1778.0916980332179,-991.2605782822177,-38.13855267499467,8609.195085158191
13094,-2486.44457822835,-579.3925375515394,-149.9849964463848,-52663.53611173942
13095,2957.8465764555767,-1560.6130430803667,-237.85439240301872,102556.40930437864
13096,-2031.3888045525355,-698.4108026548175,-347.2023735541305,-23703.28704198695
13097,-627.0153286952053,2153.8299985424965,-27.427643250036766,-2874.241405978936
13098,-1919.0162687765762,2.279633322642468,-174.72479712692055,-13309.0917479623
13099,4377.07349854264,-92.33680063618709,-142.84144842130735,719301.575306914
13100,2509.863351200961,356.5874177811115,-43.29835090767172,48114.56493146314
13101,-236.8099104274673,-204.41090921265305,-154.8541457700354,-1.941984097907446
13102,-765.3338054960362,-730.9775439094283,-99.87866182929918,-357.345384480096
13103,4691.728531723587,652.51024141879,-117.40379354978352,1087108.9765784831
13104,1044.8043732224946,459.25583984934497,-203.91357900800125,579.8496451971921
13105,-6399.714187875546,-410.7393590406365,-181.38327894809274,-5271606.577414851
13106,-2561.0853739503395,1053.2326529448078,-284.8692739287117,-55535.916054185276
13107,-1388.7070891939097,618.5347394738393,-44.26690615412083,-2469.988877664742
13108,857.3897707676715,307.1746414361602,-50.21488985426065,242.0315916871653
13109,222.2839102149674,-942.9840258029749,-82.51029365117562,25.873232703799964
13110,6501.562523983385,-132.9323733632899,-188.31532993647835,5221780.856538347
13111,-828.8473293707458,-509.67323392299875,-2.520228146768005,-280.48236092160033
13112,3408.883073011505,-448.97937894840766,-102.40989922746014,202114.4156909341
13113,-377.35310833471283,555.1099415505041,-187.61260352799513,-15.97982206472518
13114,-1508.053789623042,785.1546486472553,-272.0314048239215,-4303.76468361082
13115,825.2750068526,470.8823038733874,-101.66540697164766,221.57963314669126
13116,1143.4833500191014,1233.4983449793306,-238.02937501472582,2127.907030281578
13117,-2644.6224368551116,255.43209293708063,-215.76161879331744,-63717.49067576038
13118,471.80718993958254,-1030.7570482819162,-115.85976019362221,123.6030983417482
13119,-181.6520218741854,-74.55915421045927,-135.88221785584287,-0.34104256236383773
13120,4718.1459332800205,-1131.0879835634278,-245.87203372781752,999057.4681304225
13121,2013.4077491945427,338.8603666129085,-147.01823915797604,15179.267784427451
13122,919.4762474286223,983.9566117046409,-240.09234221633267,664.6517107194086
13123,5420.764432080755,536.7367690048264,-331.4961693443697,2113146.566755455
13124,4692.235472406125,-171.63533618987964,-240.79268728473437,994711.8470477494
13125,3855.3612435597556,-255.4453986144003,-242.28880594904294,365662.8219723786
13126,1529.1616677677573,590.4522435372915,-180.14897214224237,4134.300739511064
13127,-2295.834788540308,374.74556689866824,-182.5744069166687,-30960.272932926906
13128,91.33230314998045,-56.51952600248649,-139.9137739578957,-0.008489174041497564
13129,6557.516241226877,540.6832672943193,-54.47419483233992,5765904.151707134
13130,-160.3651495385829,402.9380012108745,-104.74148558127166,-1.1353663667587908
13131,941.2950293011132,1008.2690574144355,-134.92938091034324,855.3911256627712
13132,2190.0373743130995,-549.7009528483653,-120.94070752513099,21472.273222499778
13133,1386.8427177719657,-436.0193323713322,-291.72606078346814,1883.5144698348706
13134,-1919.756498513023,1145.983150454139,-111.82166981181769,-13772.019758951143
13135,6718.421104986863,-412.9802384074411,90.7883158724564,6359131.57113723
13136,895.4672886030197,197.375478993784,-166.09490618608754,236.1905450591317
13137,-2394.5061236638285,603.1177623561688,-142.82349252080542,-37278.31359629958
13138,4035.9161562458175,165.0036608222811,-180.6886233236891,482077.61586178216
13139,-2427.279082572954,728.4032524649065,-71.29482929004816,-38930.20564154199
13140,-1880.2891261902464,-735.377646056654,-324.02688578101635,-16801.152079734024
13141,-4922.030297497462,597.2345694794797,-187.5999322180308,-1357674.3375857484
13142,-1304.3014517784063,409.9454636403368,-125.48898392262251,-1849.5015299102088
13143,-2908.6979104396164,729.6847296787469,-220.0281445047126,-100003.2459089383
13144,-1259.623008846566,425.69170167867674,-239.27155512741933,-1682.7895452835971
13145,2370.968904909468,-32.79650887948833,59.91432558342507,35687.98454690356
13146,-1762.9488277048606,1803.966512657646,-50.909388110921896,-14480.546440311184
13147,369.89244892226367,1433.7409021228978,-110.79164699072606,493.1290312351284
13148,-1200.5124049702713,769.9934731430038,-205.49860181132328,-1468.1582806372803
13149,3590.5950499404958,-706.6797555703254,-122.97424528513221,259487.7657622791
13150,1832.8177285725797,633.8375511712164,-178.48896214883348,10197.29603579824
13151,3369.0538243411165,1203.208435755599,-164.74088751482302,229204.9267403829
13152,3325.0581747760943,507.11259534037515,-197.0815232734123,188075.8147320077
13153,675.2185410936561,22.188106662458665,-15.606832491264356,64.51653654902577
